ID,Name,Win,Loss,Draw,height,stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
2159,Vinicius Moreira,9,5,0,6' 4,1,3.15,59,5.07,43,1.97,18,0,1.3
2160,Jesse Moreng,9,1,0,5' 7,1,1.26,40,2.08,48,5.56,100,100,0
2161,Brandon Moreno,22,8,2,5' 7,1,3.99,43,3.53,60,1.59,46,64,0.4
2162,Mike Moreno,6,5,0,6' 0,0,1.27,51,1.07,58,0,0,44,0
2163,Dan Moret,13,6,0,6' 0,3,2.67,43,3.56,43,1.25,27,45,0.4
2164,Sammy Morgan,18,12,0,5' 10,1,1.05,22,3.74,40,1.43,20,0,0.5
2165,Peggy Morgan,4,4,0,6' 1,0,2.27,23,8.2,33,0,0,50,0
2166,Alexander Morgan,11,5,0,5' 10,1,3.71,44,2.78,47,0,0,0,0
2167,Alex Morono,24,11,0,5' 11,1,4.96,40,4.56,57,0.34,25,47,0.3
2168,Maryna Moroz,11,6,0,5' 7,1,4.42,33,4.89,51,0.7,24,42,0.6
2169,Sergey Morozov,19,5,0,5' 6,1,3.01,43,2.97,61,3.63,31,68,0
2170,Brad Morris,10,6,0,6' 2,1,0.5,62,6.95,27,0,0,0,0
2171,Anthony Morrison,20,12,0,5' 7,1,1.7,33,0.49,80,0,0,50,0
2172,Jack Morrison,0,3,0,5' 11,0,0,0,19.31,40,0,0,0,0
2173,Carlos Mota,8,2,0,5' 4,1,0.8,41,1.13,54,0,0,50,1
2174,Miki Motono,8,5,0,5' 2,3,1.27,27,4.2,57,3,30,0,1
2175,Nikolas Motta,15,5,0,5' 9,1,3.64,37,4.5,56,0,0,82,0
2176,Flavio Luiz Moura,19,7,0,5' 11,4,0.67,16,0,0,0,0,0,0
2177,Eduarda Moura,11,1,0,5' 6,1,2.6,49,2.45,53,4.37,35,100,0.4
2178,Gegard Mousasi,42,6,2,6' 2,1,3.75,50,1.21,68,1.59,60,59,1.1
2179,Kris Moutinho,9,6,0,5' 7,3,4.86,32,15.48,28,0,0,0,0
2180,Kin Moy,8,3,0,5' 5,0,2.3,33,1.93,62,1.67,42,50,1.7
2181,Jamie Moyle,4,3,0,5' 1,1,4.51,51,4,65,1,21,50,0
2182,Askar Mozharov,19,13,0,6' 3,1,0.43,18,4.07,13,0,0,33,0
2183,Lauren Mueller,5,3,0,5' 5,1,4.08,41,3.77,58,0.7,50,71,0
2184,Belal Muhammad,24,3,0,5' 11,1,4.39,43,3.48,57,2.28,39,89,0.2
2185,Fazlo Mulabitinovic,4,2,0,0,0,0.54,16,0,100,0,0,0,8
2186,Quinn Mulhern,18,4,0,6' 3,1,1.48,28,2.09,51,1.36,20,33,0
2187,James Mulheron,11,2,0,5' 10,1,2.4,31,3.47,42,0,0,25,0
2188,Jamie Mullarkey,17,8,0,6' 0,1,4.39,46,4.53,53,2.31,34,78,0.1
2189,Melissa Mullins,7,1,0,5' 7,1,3.43,56,3.26,49,1.53,37,85,0
2190,Pedro Munhoz,20,10,0,5' 6,1,5.38,41,6.29,55,0.48,16,82,0.5
2191,Andre Muniz,24,6,0,6' 1,3,1.97,50,1.99,54,4.23,50,35,1.2
2192,Mark Munoz,14,6,0,6' 0,1,3.12,51,2.26,57,3.17,29,57,0.6
2193,Alexander Munoz,7,2,0,5' 9,2,3.7,42,4.73,55,3,40,100,0
2194,Johnny Munoz,12,4,0,5' 9,1,2.44,36,2.66,55,2.4,25,45,1.8
2195,Andy Murad,15,2,0,5' 9,0,2.6,76,2.87,32,1,20,42,0
2196,Olivier Murad,6,0,0,5' 10,3,2.6,36,2.2,61,1,100,55,0
2197,Makhmud Muradov,26,8,0,6' 2,1,4.21,43,2.57,61,3.03,66,77,0.2
2198,Ryuichi Murata,8,3,1,5' 8,1,0.84,36,1.89,50,4.74,50,100,3.2
2199,Kanako Murata,12,3,0,5' 1,1,2.15,56,2.4,53,3.38,56,100,0.8
2200,Vince Murdock,12,4,0,5' 6,1,1.21,21,7.17,40,0,0,0,0
2201,Samandar Murodov,11,0,0,6' 1,1,1.5,75,0.5,44,6.01,66,0,1.5
2202,Tom Murphy,8,0,0,6' 2,3,2.5,71,0.17,84,7.51,85,0,2.5
2203,Ian Murphy,1,1,0,6' 1,1,0,0,1.93,30,4.13,100,0,0
2204,Jon Murphy,6,4,0,6' 3,1,3.93,66,8.85,43,0,0,0,0
2205,Lauren Murphy,16,6,0,5' 5,1,4.05,39,5.25,55,1.03,25,69,0.1
2206,Patrick Murphy,5,3,0,6' 0,0,3.4,66,0.8,42,0,0,50,1
2207,Lerone Murphy,15,0,1,5' 9,1,4.8,54,2.67,60,1.78,54,48,0.6
2208,Lee Murray,8,2,1,6' 3,1,0.36,15,3.28,32,0.9,100,42,1.8
2209,Jesse Murray,8,4,0,6' 3,1,2.38,28,7.72,43,0,0,0,0
2210,Khalid Murtazaliev,14,2,0,6' 0,1,4.8,69,0.4,78,7.5,100,33,0
2211,Azamat Murzakanov,14,0,0,5' 10,3,4.72,56,2.9,61,0.62,15,83,0
2212,Josias Musasa,7,0,0,5' 8,3,3.33,44,4.53,27,1,100,75,1
2213,Nicholas Musoke,13,5,0,6' 0,1,3.56,35,3.8,57,1.16,19,82,0.2
2214,Andre Mussi,11,5,0,6' 3,1,0,0,10.59,35,0,0,0,0
2215,Magomed Mustafaev,14,4,0,5' 8,1,2.59,58,2.68,41,3.31,50,23,0.4
2216,Max Mustaki,6,3,0,6' 0,1,8.2,50,13,45,0,0,0,0
2217,Elvis Mutapcic,15,6,1,6' 0,1,3.41,40,4.27,38,0,0,81,0
2218,Fiona Muxlow,6,3,0,5' 4,0,1.44,27,5.45,34,0,0,0,0
2219,Ho Bae Myeon,13,5,1,5' 11,1,3.16,16,3.16,83,0,0,0,0
2220,Katsuhiko Nagata,6,7,3,5' 7,3,1.05,19,1.5,63,0.98,28,28,0
2221,Yuji Nagata,0,2,0,6' 0,1,1.45,40,14.46,4,0,0,0,0
2222,Greg Nagy,1,3,0,6' 1,1,0.41,50,2.69,37,0,0,0,1.2
2223,Logan Nail,1,1,0,0,0,1.93,51,2.27,39,0,0,37,0
2224,Muhammad Naimov,12,3,0,5' 9,1,3.18,43,4.28,42,1.8,30,57,0
2225,Yukiya Naito,15,6,2,6' 1,1,1.54,33,5.13,60,0,0,0,0
2226,Yura Naito,6,1,0,6' 0,1,1.22,44,5.33,28,1.67,9,0,0
2227,Andrews Nakahara,5,4,2,6' 1,1,2.68,44,1.9,57,0,0,72,0.4
2228,Rin Nakai,19,2,1,5' 1,1,1.57,33,3.9,60,3,18,75,0.5
2229,Kazuhiro Nakamura,21,13,0,5' 11,1,1.56,37,1.83,59,1.73,36,42,0.6
2230,Keita Nakamura,34,10,2,5' 11,3,2.23,36,3.2,58,1.65,48,63,0.3
2231,Daisuke Nakamura,28,19,1,5' 7,1,0.94,30,1.38,61,0.46,40,30,3.6
2232,Yusaku Nakamura,14,4,1,5' 5,0,1.72,45,3.67,55,0,0,83,0
2233,Rinya Nakamura,9,1,0,5' 7,3,3.1,51,1.7,64,2.63,81,100,1.5
2234,Tokitaka Nakanishi,12,4,0,5' 6,1,1.1,44,1.57,45,3,37,0,0
2235,Jutaro Nakao,25,19,4,5' 9,3,0.53,38,1.06,44,0.38,50,56,0
2236,Yoshihiro Nakao,9,3,0,6' 0,3,1.73,35,2.06,64,2.69,46,0,0.5
2237,Yui Chul Nam,18,8,1,5' 9,1,3.53,51,2,48,1.33,16,57,0.3
2238,Tyson Nam,21,14,1,5' 7,1,3.87,33,4.97,65,0,0,87,0
2239,Rose Namajunas,14,7,0,5' 5,1,3.71,42,3.48,63,1.46,50,61,0.4
2240,Yasuhito Namekawa,25,16,4,5' 9,1,0.14,50,3.65,38,2.11,25,0,4.2
2241,Nad Narimani,12,4,0,5' 8,1,3.33,42,3,58,1.92,41,70,0
2242,Roger Narvaez,8,3,0,6' 3,3,2.12,37,3.32,64,0,0,50,0.9
2243,Fabio Nascimento,11,6,0,5' 10,1,2.94,38,4.63,55,0,0,55,0.8
2244,Allan Nascimento,20,6,0,5' 8,1,3.21,61,2.28,50,1.55,26,16,0.9
2245,Rodrigo Nascimento,11,3,0,6' 2,1,3.71,47,4.34,44,1.02,37,60,0.5
2246,Bobby Nash,8,4,0,6' 0,1,3.42,37,3.95,51,2.37,33,100,1.6
2247,Nasrudin Nasrudinov,9,1,0,6' 0,1,1.03,87,0.29,75,2.2,50,40,0
2248,Pawel Nastula,5,6,0,6' 0,3,1.3,43,1.73,50,3,60,0,1.5
2249,Rafael Natal,21,9,1,6' 0,1,3.1,47,2.48,57,2.55,34,77,0.5
2250,Kevin Natividad,9,4,0,5' 6,1,2.68,34,4.29,47,3.66,50,83,0
2251,Ismail Naurdiev,24,7,0,5' 10,1,3.41,53,1.52,66,1.6,40,72,0.2
2252,Danny Navarro,17,7,0,5' 10,0,3.83,32,4.62,57,2.17,25,100,0
2253,Tafon Nchukwi,6,4,0,6' 0,1,5.57,52,4.11,54,0.76,57,64,0
2254,Dustin Neace,25,21,1,5' 9,0,2.08,32,2.66,56,0,0,0,1.7
2255,Joe Neal,6,2,0,5' 6,0,1.87,19,3.8,66,0,0,0,0
2256,Geoff Neal,16,6,0,5' 11,3,5.05,51,5.44,57,0.56,50,87,0.1
2257,Stanislav Nedkov,12,2,0,5' 11,1,3.33,43,5.39,43,2.77,41,0,0
2258,Josh Neer,36,16,1,5' 11,1,3.29,46,3.63,58,1.09,34,46,1.3
2259,Nicolae Negumereanu,13,2,0,6' 0,1,3.58,41,5.56,39,1.02,28,62,0
2260,Shane Nelson,16,7,0,5' 9,3,1.38,31,2.84,61,1.31,18,54,1.6
2261,Roy Nelson,22,14,0,6' 0,1,2.18,36,4.79,46,1.14,27,65,0.1
2262,Gunnar Nelson,19,5,1,5' 11,2,1.84,61,3,49,1.9,59,66,1
2263,Kyle Nelson,16,6,1,5' 11,2,3.51,45,4.72,51,1.06,20,73,0.6
2264,Mario Neto,13,5,0,6' 0,1,1.89,50,1.89,70,2.84,100,0,0
2265,Antonio Braga Neto,9,3,0,6' 3,1,1.36,33,3.92,45,3.07,37,0,0.5
2266,Eduardo Neves,7,2,0,6' 2,1,7.69,65,6.15,55,5.77,66,0,0
2267,Julio Cesar Neves Jr.,33,1,0,5' 8,0,1.98,35,4.81,51,1.06,25,76,0
2268,Nick Newell,14,2,0,5' 10,3,3.53,46,4.07,36,0,0,33,0
2269,Journey Newson,10,5,0,5' 5,1,2.64,32,2.57,64,0.56,16,43,0.3
2270,Jeff Newton,4,2,0,6' 2,5,0.28,20,1.41,52,0,0,0,8.5
2271,Carlos Newton,16,14,0,5' 9,1,0.65,41,1.55,44,2.47,70,43,0.9
2272,Emanuel Newton,26,12,1,6' 1,0,1.92,49,1.35,51,2.02,100,0,0
2273,Francis Ngannou,17,3,0,6' 4,1,2.33,41,2.16,41,0.76,62,71,0.3
2274,Ben Nguyen,16,8,0,5' 5,2,3.51,40,3.01,59,0.25,33,63,1
2275,Steven Nguyen,9,2,0,5' 11,2,7.15,40,7.36,60,0.28,100,84,0
2276,Alex Nicholson,7,4,0,6' 4,1,4.12,43,4.65,47,0,0,50,0.5
2277,Bo Nickal,7,0,0,6' 1,3,2.65,63,1.86,64,3.61,50,0,3.6
2278,Mike Nickels,9,5,0,6' 4,1,4.44,52,1.11,64,11.11,80,0,2.8
2279,Matheus Nicolau,19,6,1,5' 6,1,3.31,51,2.98,65,1.22,43,90,0.8
2280,Stewart Nicoll,8,1,0,5' 5,1,3.02,47,1.13,40,5.66,100,0,0
2281,Jaimelene Nievera,7,4,0,5' 5,1,1.67,53,8.73,33,1.79,16,0,0
2282,Khomkrit Niimi,6,10,0,5' 2,0,0,0,5.73,44,0,0,0,0
2283,Tom Niinimaki,22,8,1,5' 9,1,1.91,54,2.31,58,2.97,46,33,0.5
2284,Ramsey Nijem,9,6,0,5' 11,1,3.05,44,1.62,62,5.32,62,55,1.1
2285,Mats Nilsson,11,4,1,6' 1,1,2.99,39,5.62,63,3.87,83,44,2.3
2286,Guangyou Ning,5,4,1,5' 4,3,2.66,41,1.91,61,1.09,50,62,0.3
2287,Yosuke Nishijima,0,5,0,5' 9,1,1.72,37,5.59,56,0,0,0,0
2288,Akiyo Nishiura,13,8,1,5' 8,3,1.59,57,1.26,57,0,0,52,0.3
2289,Anthony Njokuani,16,12,0,6' 1,1,3.94,46,2.41,65,0.5,45,53,0.2
2290,Chidi Njokuani,24,10,0,6' 3,1,4.59,63,2.67,56,0,0,74,0.2
2291,Derrick Noble,27,15,1,5' 9,3,6.21,40,3.79,59,0,0,0,0
2292,Pedro Nobre,18,4,2,5' 5,0,1.37,30,9.16,35,0,0,0,0
2293,Antonio Rodrigo Nogueira,34,10,1,6' 3,1,1.95,42,2.4,55,1.3,29,36,2.4
2294,Rogerio Nogueira,23,10,0,6' 2,3,2.43,35,2.34,59,0.64,44,62,0.8
2295,Alexandre Franca Nogueira,18,6,3,5' 7,1,0.6,20,4.18,57,0,0,0,0
2296,Kyle Noke,22,10,1,6' 1,3,3.23,50,2.09,64,1.53,54,66,0.8
2297,Tom Nolan,8,1,0,6' 3,3,6.68,50,5.17,47,0,0,66,0.7
2298,KJ Noons,13,9,0,5' 10,1,3.68,35,3.78,65,0.08,20,68,0
2299,Sage Northcutt,11,2,0,6' 0,1,3.58,52,1.96,58,1.81,34,41,0.6
2300,Jan Nortje,2,6,0,6' 1,3,3.32,51,4.5,32,0,0,66,2.9
2301,Scott Norton,7,1,0,5' 10,1,0.67,30,0.34,60,2.52,25,0,0
2302,Shohei Nose,12,5,2,5' 6,2,1.52,37,2.17,52,2.23,17,14,3.6
2303,Jason Novelli,11,3,1,6' 0,1,1.73,24,3.55,66,0.7,33,100,0
2304,Phillipe Nover,11,8,1,5' 9,1,1.79,35,2.48,56,0.99,28,44,0.7
2305,Taiyilake Nueraji,9,1,0,6' 2,3,11.01,48,7.39,58,0,0,0,0
2306,Shayilan Nuerdanbieke,39,12,0,5' 8,1,1.95,45,2.64,50,3.3,35,28,0.2
2307,Diego Nunes,19,7,0,5' 6,1,2.72,43,2.59,58,1.18,44,65,0.6
2308,Amanda Nunes,23,5,0,5' 8,1,4.55,51,2.62,57,2.73,54,82,0.7
2309,Nina Nunes,11,7,0,5' 5,1,4.39,45,3.47,55,0.24,33,73,0.5
2310,Istela Nunes,6,5,0,5' 4,1,5.02,45,4.84,60,0,0,50,0
2311,Josiane Nunes,10,3,0,5' 2,3,5.41,42,5.44,51,0,0,58,0
2312,Diyar Nurgozhay,10,0,0,6' 2,3,3.52,52,2.7,66,0,0,100,0
2313,Khabib Nurmagomedov,29,0,0,5' 10,1,4.1,48,1.75,65,5.32,48,84,0.8
2314,Said Nurmagomedov,18,4,0,5' 8,1,3.55,47,2.13,57,1.01,16,66,1.4
2315,Abubakar Nurmagomedov,17,4,1,5' 11,1,2.78,53,2.61,65,1.25,22,88,0
2316,Umar Nurmagomedov,18,1,0,5' 8,1,4.38,57,2.15,60,3.26,39,78,0.3
2317,Kennedy Nzechukwu,14,5,0,6' 5,3,5.37,46,4.89,51,0.56,45,81,0.2
2318,Jake O'Brien,15,4,0,6' 3,1,1.31,31,1.92,69,6.39,54,25,0.2
2319,TJ O'Brien,20,8,0,6' 2,1,3.77,46,4.78,57,0.94,100,0,0
2320,Sean O'Connell,17,9,0,6' 1,1,5.46,48,6.77,45,0,0,30,0.5
2321,Dan O'Connor,6,6,0,5' 4,0,4,56,5.1,54,0,0,100,0
2322,Sean O'Haire,4,2,0,6' 5,1,8.28,57,22.76,21,0,0,0,0
2323,Sean O'Malley,18,2,0,5' 11,2,6.7,61,3.48,60,0.29,42,61,0.3
2324,Jeremiah O'Neal,13,25,0,5' 8,0,1.15,40,7.5,23,0,0,0,0
2325,Chuck O'Neil,17,9,0,6' 2,0,3.13,37,4.4,72,0,0,0,0
2326,Casey O'Neill,10,2,0,5' 6,1,7.89,52,5.65,57,1.45,34,70,0.7
2327,Brendan O'Reilly,6,3,0,5' 7,1,1.9,47,2.77,39,2.22,43,36,0.6
2328,Takahiro Oba,5,7,1,5' 8,3,0.23,25,1.82,69,0,0,0,0
2329,Nobuhiro Obiya,12,5,1,5' 8,1,0.63,28,2.53,55,0.5,50,41,0.5
2330,Jose Ochoa,7,1,0,5' 7,3,3.33,31,3.4,59,0,0,100,1
2331,Christian Ocon,2,1,0,5' 8,1,1.73,53,5.27,34,0,0,63,0
2332,Volkan Oezdemir,20,8,0,6' 2,1,4.95,48,4.22,55,0.5,29,80,0.1
2333,Kaan Ofli,12,4,1,5' 7,1,1.85,42,4.77,53,0,0,0,0
2334,Naoya Ogawa,7,2,0,6' 4,1,2.41,42,1.66,47,1.25,100,66,1.2
2335,Trey Ogden,18,7,0,5' 11,1,3.2,50,3.49,55,1.89,32,100,0.7
2336,Andy Ogle,9,6,0,5' 8,1,2.24,44,2.23,50,1.44,26,58,0
2337,Michiyoshi Ohara,0,2,0,5' 10,1,0.28,29,3.13,48,0,0,33,0
2338,Koji Oishi,25,10,10,5' 8,1,1.43,9,17.86,43,0,0,0,0
2339,Yushin Okami,34,12,0,6' 2,3,2.06,38,2.25,60,1.98,39,84,0.5
2340,JJ Okanovich,7,1,0,5' 11,1,6.93,55,5.27,50,0,0,100,0
2341,Bolaji Oki,9,2,0,5' 10,1,5.63,45,2.58,63,2.11,75,85,0
2342,Kazuki Okubo,7,9,0,5' 11,1,1.53,38,1.97,46,0.51,25,36,2
2343,Masakatsu Okuda,8,5,0,0,0,0,0,4.27,34,0,0,0,4.3
2344,Aleksei Oleinik,60,17,1,6' 2,1,3.29,48,3.8,44,1.82,46,37,1.9
2345,Michal Oleksiejczuk,19,9,0,6' 0,3,5.08,50,4.61,58,1.08,43,48,0
2346,Rafaello Oliveira,17,8,0,5' 8,1,2.19,33,3.38,59,2.49,36,11,1.6
2347,Charles Oliveira,35,10,0,5' 10,1,3.4,55,3.21,49,2.25,40,56,2.7
2348,Ednaldo Oliveira,17,3,1,6' 5,1,1.03,22,1.8,52,0,0,42,0
2349,Alex Oliveira,22,12,1,5' 11,1,2.99,51,2.55,46,2.35,38,63,0.6
2350,Maria Oliveira,13,7,0,5' 6,1,5.03,38,5.76,44,0.95,44,47,0
2351,Bruno Oliveira,8,2,0,6' 4,1,3.44,33,4.92,54,0,0,0,0
2352,Saimon Oliveira,18,5,0,5' 4,1,2.82,41,3.91,48,1.21,25,35,1.6
2353,Vinicius Oliveira,22,3,0,5' 9,2,5.87,43,2.87,53,1.38,60,68,0
2354,Ravena Oliveira,7,2,1,5' 5,1,1,48,1.2,48,2,66,62,0
2355,Wendell Oliveira Marques,29,10,0,5' 10,1,3.77,47,4.4,47,0,0,100,0
2356,Felipe Olivieri,14,5,0,5' 9,1,6.68,58,4.6,57,0,0,71,0
2357,Andy Ologun,3,1,0,6' 0,1,2.36,57,0.32,85,0.68,100,80,0
2358,Casey Olson,14,5,0,5' 7,1,2.48,60,0,100,3.54,57,100,1.8
2359,Dennis Olson,14,11,0,6' 0,0,1.02,42,5.27,38,2.77,40,0,0
2360,Cameron Olson,7,3,0,6' 1,1,3.13,47,2.2,57,3,42,100,1
2361,Gadzhi Omargadzhiev,13,2,0,6' 1,2,1.8,39,2.2,39,1.35,30,60,0.5
2362,Alan Omer,20,5,0,5' 10,1,3.49,55,2.21,64,1.69,42,66,0
2363,Daniel Omielanczuk,19,8,1,6' 0,3,3.09,57,3.29,47,0.56,26,68,0.1
2364,Michihiro Omigawa,17,14,1,5' 6,1,2.01,39,3.06,64,1.19,36,49,1.5
2365,David Onama,13,2,0,5' 11,1,5.6,50,5.07,52,0.73,20,52,0.6
2366,Charlie Ontiveros,11,9,0,6' 2,2,1.89,41,5.86,31,0,0,30,0
2367,Chibwikem Onyenegecha,5,0,0,6' 3,1,5.6,55,3.4,52,0,0,100,0
2368,Myktybek Orolbai,13,2,1,5' 10,1,3.42,48,3.39,49,5.36,43,40,0.4
2369,Sam Oropeza,13,3,0,6' 2,0,7.68,56,1.44,70,3.6,33,100,0
2370,Brian Ortega,16,4,0,5' 8,2,4.08,37,6.59,49,1.07,26,55,1.1
2371,Tito Ortiz,19,12,1,6' 3,1,2.59,46,2.88,60,2.47,35,54,0.6
2372,Jorge Ortiz,18,9,1,6' 0,1,3.53,58,2.8,73,0,0,0,0
2373,Dustin Ortiz,19,8,0,5' 5,1,2.94,44,2.17,56,3.01,36,52,0.1
2374,Kenji Osawa,20,11,2,5' 7,1,2.34,35,2.14,63,0.91,58,68,0.7
2375,Ode Osbourne,12,8,0,5' 7,3,3.26,40,4.01,45,1.21,28,63,0.6
2376,Nick Osipczak,6,3,0,6' 2,1,2.83,50,3.77,50,1.2,45,71,1
2377,Nissen Osterneck,12,4,0,6' 2,1,3.15,58,2.9,41,0.63,12,42,1.3
2378,Rachael Ostovich,4,6,0,5' 3,1,2.54,43,3.97,57,2.03,83,66,0.8
2379,Alexander Otsuka,5,13,0,6' 1,1,0.9,55,1.16,51,1.51,43,53,0.8
2380,Takafumi Otsuka,22,13,2,5' 6,1,1.29,27,2.12,67,1.64,27,65,0
2381,Zak Ottow,17,7,0,5' 11,1,2.63,36,2.73,58,0.97,29,57,0.4
2382,Artur Oumakhanov,9,6,0,5' 7,1,1.2,33,1.67,82,3,75,33,0
2383,Sidney Outlaw,8,4,0,5' 8,1,0.13,33,0.8,71,3,75,0,3
2384,Alistair Overeem,47,19,0,6' 4,1,3.67,64,2.44,57,1.42,55,73,0.8
2385,Valentijn Overeem,30,32,0,6' 3,1,0.93,34,1.49,58,1.86,50,0,4.7
2386,Shungo Oyama,14,19,0,5' 11,3,0.64,25,1.96,57,1.07,57,62,0.5
2387,Ren Ozaki,6,1,2,5' 7,1,1.2,35,1.07,55,0,0,36,0
2388,Alptekin Ozkilic,9,5,0,5' 5,1,3.81,32,5.72,59,4.21,58,75,0
2389,Raquel Pa'aluhi,6,5,0,5' 7,0,1.71,56,3.42,46,0,0,18,0
2390,Nick Pace,8,3,0,5' 7,1,1.48,34,3.14,57,2.52,43,54,0.5
2391,Larissa Pacheco,10,2,0,5' 7,1,1.21,19,4.14,55,0,0,0,0
2392,Angel Pacheco,7,3,0,5' 8,1,9.5,39,11.47,41,0,0,28,0
2393,Teemu Packalen,8,3,0,6' 1,1,2.57,54,3.91,47,2.31,25,100,1.5
2394,George Pacurariu,10,5,0,5' 7,0,4.69,53,2.68,63,5.03,100,100,5
2395,Gary Padilla,12,6,0,5' 11,0,2.2,27,2,76,0,0,50,0
2396,Fernando Padilla,16,6,0,6' 1,1,6.07,40,5.74,52,0,0,100,0.6
2397,Chris Padilla,15,6,0,5' 9,1,5.8,61,4.93,46,3.26,75,0,1.1
2398,Damacio Page,19,10,0,5' 6,1,2.05,38,2.47,51,2.63,64,23,0.9
2399,Michael Page,23,3,0,6' 3,2,2.38,65,1.45,54,0.44,25,63,0
2400,Dustin Pague,12,11,0,5' 9,1,1.65,53,2.96,41,1.03,44,55,2.6
2401,Raulian Paiva,21,5,0,5' 8,1,4.14,42,5.01,48,0.65,23,77,0.2
2402,Dinis Paiva Jr.,13,8,0,5' 9,3,2.6,41,2.73,67,0,0,81,0
2403,Fredson Paixao,10,5,0,5' 6,1,1.71,54,2.31,62,0.62,11,10,2.2
2404,Luis Pajuelo,8,2,0,5' 10,1,6.03,57,8.2,52,0,0,66,0
2405,Jose Palacios,3,2,0,5' 9,1,2.67,70,1,79,0,0,50,1.7
2406,Ricky Palacios,10,1,0,5' 6,1,7.73,53,3.27,59,0,0,100,0
2407,Bart Palaszewski,36,17,0,5' 9,1,2.67,32,3.97,57,0.65,31,53,0.5
2408,Sasha Palatnikov,6,4,0,6' 1,2,6.69,53,5.44,52,0.72,100,70,0
2409,Soa Palelei,22,5,0,6' 4,1,2.47,57,2.68,48,2.2,47,66,0
2410,Rousimar Palhares,19,8,0,5' 8,1,1.75,51,2.04,59,3.93,45,0,4.1
2411,Ruel Panales,6,2,0,5' 5,3,2.53,51,5.6,46,1,20,50,0
2412,Yuri Panferov,6,1,0,6' 1,1,2.33,52,0.91,41,0,0,36,0
2413,Alexandre Pantoja,29,5,0,5' 5,1,4.41,50,3.92,50,2.74,47,68,0.9
2414,Jared Papazian,20,13,0,5' 8,3,3.33,39,3.81,44,0,0,50,0
2415,Kathryn Paprocki,3,2,0,5' 3,1,1,23,4.27,43,0,0,0,0
2416,Bryan Pardoe,13,16,0,6' 1,1,1.11,36,4.59,45,4.75,40,33,0
2417,Ido Pariente,13,6,0,5' 8,1,0,0,2.86,45,0,0,0,0
2418,Josh Parisian,15,8,0,6' 4,1,4.55,48,4.88,41,0.98,33,46,0.2
2419,Karo Parisyan,24,11,0,5' 10,1,2.49,41,2.19,58,5.27,59,59,1
2420,Won Sik Park,11,7,1,5' 11,1,2.6,43,2.2,47,0,0,0,0
2421,JunYong Park,18,6,0,5' 10,1,4.77,51,3.42,54,1.85,47,57,0.9
2422,Harvey Park,12,3,0,6' 0,1,3.77,50,7.21,33,0,0,0,0
2423,HyunSung Park,9,0,0,5' 7,1,4.15,44,3.43,59,1.54,27,100,2.6
2424,Jae Hyun Park,6,2,0,5' 8,1,0.8,63,1,21,0,0,22,0
2425,Norman Parke,23,6,1,5' 11,3,3.06,35,2.88,64,1.98,26,77,0
2426,Tyra Parker,4,5,0,5' 5,1,1.5,22,9,14,0,0,0,0
2427,Mick Parkin,10,0,0,6' 4,1,4.91,52,4.15,58,1.49,41,50,0.3
2428,Jordan Parsons,11,2,0,5' 9,0,3.29,40,2.37,60,1.54,21,50,1
2429,Preston Parsons,11,6,0,5' 11,1,3.54,51,3.25,54,3.46,36,71,2.3
2430,Jonny Parsons,9,3,0,5' 9,1,4.65,44,4.89,60,0,0,66,0
2431,Ramona Pascual,6,5,0,5' 7,3,3.87,57,8.43,46,1.81,19,100,0
2432,Billy Pasulatan,10,3,0,5' 5,2,0.65,20,5.22,48,0,0,0,4.9
2433,Jhonoven Pati,6,4,0,6' 1,2,2.88,53,6.13,33,2.7,100,0,0
2434,Windri Patilima,8,1,0,5' 6,3,0.31,50,7.64,31,0,0,0,0
2435,Jorge Patino,38,19,2,5' 8,1,1.33,30,3.14,53,0.54,25,50,0
2436,Claude Patrick,14,2,0,5' 11,1,1.8,55,0.89,69,2.32,53,84,1.7
2437,Alan Patrick,15,4,0,5' 11,3,1.82,40,2.95,43,3.01,33,43,0.3
2438,Michael Patt,12,4,0,6' 0,1,1.65,28,5.53,55,0,0,0,0
2439,Sam Patterson,12,2,1,6' 3,1,2.66,37,3.37,48,1.94,100,33,3.9
2440,Zac Pauga,7,3,0,6' 2,1,4.46,62,2.73,58,0.38,7,100,0
2441,Julio Paulino,23,5,0,6' 0,1,0.97,27,1.87,48,0,0,37,0.5
2442,Thomas Paull,11,4,0,5' 7,1,7.33,33,8.67,64,0,0,0,0
2443,Sergei Pavlovich,19,3,0,6' 3,3,5.86,44,5.03,51,0,0,75,0
2444,Pawel Pawlak,12,3,0,6' 0,1,1.67,33,2.22,53,1,37,70,0
2445,Estevan Payan,16,12,0,5' 10,1,4.25,42,3.58,57,0.36,100,60,0.4
2446,Sarah Payant,1,4,0,5' 4,0,0.29,16,2.06,30,0,0,0,0
2447,Jonathan Pearce,14,7,0,6' 0,2,5.12,54,3.32,54,5.02,50,55,0.8
2448,Joe Pearson,45,30,1,5' 10,1,0.59,18,3.51,33,0,0,0,4.4
2449,Ross Pearson,20,16,0,5' 8,1,3.68,40,4.09,62,0.74,35,75,0
2450,Carlo Pedersoli Jr.,11,3,0,5' 11,3,4.17,37,4.12,61,2.91,44,0,0
2451,Tyson Pedro,10,5,0,6' 3,1,2.9,59,2.39,56,0.76,30,50,0.8
