Fighter1_ID,Fighter2_ID,Winner_ID,Method,Round
2691,484,484,"Decision (split) (28–29, 30–27, 29–28)",3
3468,1903,1903,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3017,312,3017,Technical Submission (anaconda choke),1
270,2956,270,Technical Submission (standing guillotine choke),2
2133,2184,2184,TKO (punches),3
1115,2586,2586,"Decision (unanimous) (29–28, 30–27, 30–27)",3
390,2134,390,Submission (guillotine choke),3
2150,2475,2150,"Draw (majority) (29–27, 28–28, 28–28)",3
2094,2384,2094,KO (punches),1
394,3529,3529,"Decision (unanimous) (29–28, 29–27, 30–27)",3
1040,2573,1040,Submission (rear-naked choke),1
912,2677,2677,"Decision (unanimous) (30–27, 30–27, 30–27)",3
114,3586,114,Submission (guillotine choke),1
608,910,608,"Decision (split) (29–28, 28–29, 29–28)",3
3237,1882,3237,"Decision (split) (28–29, 30–27, 29–28)",3
1996,1767,1767,TKO (punches),2
769,1129,769,TKO (punches),1
2033,3095,2033,Submission (rear-naked choke),2
223,145,223,Submission (rear-naked choke),3
1216,304,1216,"Decision (unanimous) (30–27, 30–27, 30–27)",3
190,1716,190,KO (knee),2
207,1288,1288,"Decision (unanimous) (29–28, 30–28, 30–27)",3
3484,182,182,"Decision (split) (28–29, 29–28, 30–27)",3
672,3052,3052,"Decision (unanimous) (30–26, 30–26, 30–26)",3
904,1254,904,TKO (punches and elbows),3
1707,1432,1707,"Decision (unanimous) (30–27, 30–27, 29–28)",3
587,682,587,"Draw (majority) (29–27, 28–28, 28–28)",3
163,1307,1307,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1593,2974,1593,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1898,590,1898,Submission (rear-naked choke),1
2347,2497,2497,Submission (guillotine choke),3
3398,2613,3398,KO (jumping switch kick and punches),2
2081,1719,2081,"Decision (split) (29–28, 28–29, 29–28)",3
500,95,95,TKO (punches),2
320,235,320,"Decision (split) (29–28, 27–30, 29–28)",3
742,2028,742,"Decision (split) (29–28, 28–29, 29–28)",3
2979,457,2979,TKO (punches),1
1146,1708,1708,TKO (punches),1
1586,2653,1586,"Decision (unanimous) (30–27, 30–27, 29–28)",3
753,2019,2019,"Decision (majority) (48–47, 47–47, 48–47)",5
3249,1482,1482,KO (punch),1
3149,524,524,TKO (head kick and punches),2
2484,1796,2484,TKO (punches),1
2032,1361,2032,TKO (punches),2
1054,2117,1054,TKO (punches),1
2464,2506,2464,"Decision (unanimous) (30–27, 30–27, 30–27)",3
178,1816,1816,"Decision (unanimous) (30–27, 30–27, 30–27)",3
501,1932,501,Verbal Submission (armbar),1
1885,1712,1712,TKO (elbows),1
1184,628,628,TKO (punches),3
3353,3430,3430,Submission (guillotine choke),1
443,2707,2707,"Decision (split) (46–49, 48–47, 48–47)",5
282,1459,282,"Decision (unanimous) (30–27, 30–26, 30–27)",3
1761,454,1761,Submission (rear-naked choke),3
653,2537,2537,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1090,3032,3032,"Decision (unanimous) (30–26, 30–26, 30–26)",3
2168,3244,2168,"Decision (split) (28–29, 29–28, 30–27)",3
2015,3122,2015,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2486,3351,3351,KO (head kick),2
3261,2303,3261,TKO (punches),2
1425,1219,1425,TKO (punches),1
3187,1572,3187,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1742,2938,1742,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3589,1723,3589,KO (punches),1
1659,2239,1659,"Decision (split) (28–29, 29–28, 29–28)",3
857,387,857,TKO (body kick and punches),1
2675,2474,2474,"Decision (unanimous) (30–26, 30–26, 29–28)",3
2921,277,277,"Decision (split) (28–29, 29–28, 29–28)",3
1305,1666,1666,KO (head kick),2
1971,2449,1971,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1241,1149,1241,KO (punches),1
2630,2828,2630,Submission (rear-naked choke),1
1172,3414,1172,"Draw (majority) (30–27, 28–28, 28–28)",3
391,156,391,KO (punches),1
2007,1807,1807,KO (punches),1
933,3397,933,Submission (D'Arce choke),2
322,2812,322,TKO (punches),2
2363,2344,2363,"Decision (majority) (28–28, 29–28, 29–28)",3
2296,2230,2230,Submission (rear-naked choke),2
2274,3046,3046,TKO (punches and elbows),2
2205,522,522,"Decision (unanimous) (29–28, 29–28, 29–28)",3
95,3100,95,Submission (guillotine choke),1
501,3112,501,TKO (elbows),1
1360,2501,1360,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1833,3610,3610,Submission (arm-triangle choke),3
2276,566,2276,KO (punch),1
1354,2939,2939,"Decision (unanimous) (49–46, 49–46, 49–46)",5
2049,215,215,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2273,2074,2273,TKO (punches),1
1317,662,1317,Submission (rear-naked choke),1
3574,2782,3574,TKO (punches),3
856,2466,856,"Decision (unanimous) (29–27, 29–27, 30–26)",3
3612,3371,3371,"Decision (unanimous) (30–25, 30–25, 30–25)",3
622,2553,2553,"Decision (unanimous) (30–26, 30–27, 30–27)",3
2349,2139,2349,"Decision (unanimous) (30–26, 30–26, 30–25)",3
52,1635,1635,"Decision (split) (29–28, 28–29, 29–28)",3
3232,2308,2308,Submission (rear-naked choke),1
1772,1397,1772,No Contest (overturned),3
604,2963,604,"Decision (unanimous) (30–26, 30–26, 30–26)",3
839,48,48,"Decision (unanimous) (49–46, 49–46, 48–47)",5
394,3412,3412,TKO (punches),1
3689,2456,2456,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1069,1296,1069,"Decision (unanimous) (29–28, 30–27, 30–27)",3
169,759,759,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2299,1928,2299,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1719,2815,1719,TKO (punches),1
2844,2178,2178,KO (punches),1
2081,1120,2081,TKO (punches),1
780,88,88,TKO (punches),1
2261,1780,1780,"Decision (split) (29–28, 28–29, 29–28)",3
2184,1519,1519,"Decision (unanimous) (28–27, 29–28, 29–27)",3
807,569,807,Submission (rear-naked choke),1
2575,2090,2090,KO (flying knee and punches),2
1902,194,1902,"Decision (split) (28–29, 29–28, 29–28)",3
1825,298,298,"Decision (split) (27–30, 29–28, 29–28)",3
2190,768,2190,Submission (guillotine choke),1
137,2825,137,Submission (armbar),2
2790,424,424,Submission (armbar),1
266,3438,266,Submission (rear-naked choke),2
1852,1316,1852,Submission (D'Arce choke),2
1863,3279,3279,"Decision (unanimous) (50–45, 50–45, 48–47)",5
621,524,524,TKO (punches),3
2320,344,344,"Decision (unanimous) (29–28, 29–28, 29–27)",3
1146,173,173,Submission (rear-naked choke),3
1774,3586,3586,TKO (body kick and punches),3
2974,2785,2785,"Decision (split) (28–29, 29–28, 29–28)",3
562,666,562,Submission (arm-triangle choke),3
1518,2003,1518,KO (punch),1
3077,245,3077,Submission (rear-naked choke),3
3267,95,3267,"Decision (unanimous) (29–28, 30–27, 30–27)",3
1932,1510,1932,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2064,628,628,Submission (rear-naked choke),3
1315,193,193,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2700,301,301,KO (punches),1
647,912,647,"Decision (unanimous) (50–45, 50–45, 49–46)",5
1700,1351,1351,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1292,1821,1292,KO (elbow),2
2531,1177,2531,KO (punches),1
2370,1203,2370,KO (knee),3
3435,688,688,KO (punch),1
2462,114,114,TKO (punches),2
443,2082,443,"Decision (unanimous) (29–28, 29–28, 30–27)",3
367,3160,3160,"Decision (split) (28–29, 29–28, 29–28)",3
3570,669,669,TKO (punches),2
500,2217,500,"Draw (split) (28–29, 29–28, 28–28)",3
1858,2639,2639,KO (punches),3
75,1054,1054,KO (punches),1
210,3129,3129,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2784,3149,3149,"Decision (unanimous) (29–28, 29–28, 30–27)",3
454,2097,454,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1971,1712,1712,"Decision (split) (29–28, 28–29, 29–28)",3
929,420,929,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2029,910,2029,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2665,3330,3330,"Decision (unanimous) (29–28, 29–28, 29–28)",3
586,3353,586,TKO (knee and spinning back kick to the body),2
1641,457,1641,Submission (rear-naked choke),2
475,3130,475,"Decision (split) (29–28, 28–29, 29–28)",3
2089,707,2089,TKO (punches),2
3529,2094,2094,KO (punch),1
261,3082,3082,TKO (punches),1
1536,3036,1536,TKO (punches),1
108,2763,2763,"Decision (split) (28–29, 29–28, 29–28)",3
213,93,213,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1898,387,1898,Submission (rear-naked choke),3
2844,1935,2844,KO (punches),1
2033,3323,3323,"Decision (unanimous) (29–26, 30–27, 30–26)",3
1807,981,1807,"Decision (unanimous) (30–27, 29–28, 30–26)",3
525,2144,2144,"Draw (split) (29–28, 28–29, 28–28)",3
3340,2123,2123,"Decision (split) (28–29, 29–28, 29–28)",3
2384,145,2384,TKO (front kick and punches),2
3163,2971,3163,TKO (elbows),1
2262,3344,2262,Submission (rear-naked choke),2
717,863,717,TKO (knee to the body and punches),1
1666,232,1666,Submission (rear-naked choke),2
3468,1593,1593,"Decision (unanimous) (30–27, 29–28, 29–28)",3
517,2028,517,TKO (head kick and punches),2
871,3334,871,"Decision (split) (29–28, 28–29, 29–28)",3
441,1873,1873,TKO (punches),3
1372,2904,1372,"Decision (unanimous) (30–26, 30–27, 30–27)",3
844,3507,844,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1501,2789,1501,"Decision (unanimous) (50–44, 50–45, 50–45)",5
519,1487,1487,TKO (knees and punches),1
2497,215,215,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2249,3545,3545,"Decision (unanimous) (29–28, 30–27, 30–27)",3
2707,954,2707,KO (flying head kick),2
2498,1578,2498,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2689,3122,2689,"Decision (unanimous) (29–28, 29–28, 29–28)",3
891,1797,891,"Decision (unanimous) (30–27, 30–27, 30–27)",3
832,1259,1259,TKO (punches),1
1319,2719,2719,Submission (arm-triangle choke),1
890,1751,1751,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3249,902,3249,KO (punches),1
2465,2239,2239,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2313,1370,2313,TKO (punches),2
3187,750,3187,"Decision (unanimous) (29–28, 29–28, 29–28)",3
540,688,540,Submission (rear-naked choke),2
608,2464,2464,"Decision (split) (29–28, 28–29, 29–28)",3
2537,2015,2537,TKO (punches),1
390,1172,1172,Submission (rear-naked choke),2
1047,772,772,TKO (punches),1
203,940,940,"Decision (unanimous) (29–28, 29–28, 29–27)",3
3664,29,3664,TKO (knees),3
2752,781,781,"Decision (unanimous) (50–45, 50–45, 50–45)",5
1780,1123,1780,KO (punches),1
2273,313,2273,TKO (doctor stoppage),2
3351,1492,1492,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2532,304,304,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2168,3112,2168,"Decision (unanimous) (30–27, 30–27, 30–27)",3
653,672,653,"Decision (unanimous) (30–27, 30–27, 30–27)",3
876,2475,2475,Verbal Submission (strikes),1
3207,1226,3207,TKO (punch),1
2453,3120,3120,Submission (rear-naked choke),1
3540,1963,1963,"Decision (split) (29–28, 28–29, 30–27)",3
468,161,468,KO (punches and elbows),1
3414,742,3414,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1397,2095,1397,KO (punch),1
1885,1821,1885,TKO (punches),3
1980,499,1980,Submission (rear-naked choke),3
1583,480,1583,TKO (punches),3
3246,344,344,KO (punch),1
1237,2613,2613,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1519,2327,1519,TKO (elbows and punches),1
838,1368,1368,Submission (guillotine choke),1
2228,3036,3036,"Decision (unanimous) (30–27, 29–28, 29–28)",3
3486,115,115,No Contest (overturned),3
2449,1708,2449,"Decision (split) (28–30, 30–27, 29–28)",3
2437,391,2437,"Decision (unanimous) (30–27, 30–27, 30–26)",3
301,2963,301,"Decision (unanimous) (48–47, 48–47, 48–47)",5
1761,2178,2178,"Decision (unanimous) (30–27, 29–28, 30–27)",3
367,2230,367,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2675,2513,2513,"Decision (split) (29–28, 28–29, 29–28)",3
3553,103,103,"Decision (unanimous) (29–28, 30–27, 29–28)",3
1168,3421,1168,"Decision (unanimous) (30–26, 30–26, 30–26)",3
731,163,163,KO (punch and head kick),1
2065,66,66,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2898,1518,1518,"Decision (unanimous) (29–28, 30–27, 29–28)",3
2425,1593,1593,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2363,682,2363,"Technical Decision (majority) (29–29, 29–28, 29–28)",3
1146,2393,2393,Submission (rear-naked choke),1
3185,3261,3261,TKO (head kick and punches),2
753,2019,753,Submission (rear-naked choke),2
1354,3232,3232,Technical Submission (rear-naked choke),5
3444,1716,1716,"Decision (unanimous) (30–27, 30–27, 30–27)",3
108,1724,108,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2939,2308,2308,"Decision (unanimous) (29–28, 29–27, 29–27)",3
196,3266,196,Submission (arm-triangle choke),3
3217,2973,3217,KO (punches),2
1207,2097,2097,TKO (head kick and punches),2
3017,856,856,"Decision (unanimous) (30–27, 29–27, 30–26)",3
2815,2081,2815,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2785,2799,2785,TKO (punches),1
1425,883,1425,KO (punches),2
2349,524,524,Submission (triangle choke),1
484,401,401,TKO (punches),1
1054,2054,1054,TKO (punches),1
1572,282,282,"Decision (unanimous) (29–28, 29–28, 29–28)",3
454,2661,454,TKO (knees),1
1662,457,1662,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3160,1058,3160,TKO (punches),3
2858,203,203,KO (head kick and punches),1
631,3518,631,"Decision (unanimous) (29–28, 29–28, 29–28)",3
904,2637,904,"Decision (split) (30–27, 28–29, 29–28)",3
927,2205,2205,TKO (elbows and punches),3
1241,6,6,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1296,3279,3279,TKO (punches),1
2261,2747,2261,"Decision (unanimous) (30–27, 30–27, 29–28)",3
514,2789,2789,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1905,267,267,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2276,562,562,Submission (rear-naked choke),2
2575,3095,2575,TKO (elbows and knees),3
1780,1149,1780,TKO (punches),1
338,2897,2897,"Decision (unanimous) (30–27, 30–27, 30–26)",3
2671,1696,2671,KO (flying knee),2
1040,1445,1040,Submission (rear-naked choke),1
1816,3537,3537,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1482,190,1482,KO (punches),1
223,2752,2752,Submission (guillotine choke),2
42,2677,2677,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2299,213,213,Submission (arm-triangle choke),2
857,2784,2784,"Decision (unanimous) (29–28, 29–28, 29–28)",3
941,173,941,"Decision (unanimous) (29–28, 29–28, 30–27)",3
500,2249,2249,TKO (punches),3
2373,2630,2630,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3174,3612,3612,KO (punch),1
443,1025,443,"Decision (unanimous) (30–27, 30–27, 30–27)",3
390,829,390,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1901,1444,1444,"Draw (majority) (29–27, 28–28, 28–28)",3
2356,1946,1946,Technical Submission (rear-naked choke),3
759,647,647,"Decision (split) (48–47, 46–49, 49–46)",5
2497,88,88,"Decision (split) (29–28, 28–29, 29–28)",3
394,2111,394,TKO (punches),3
3323,2449,3323,"Decision (unanimous) (30–27, 29–28, 30–27)",3
621,2872,621,TKO (punches),2
1305,322,1305,TKO (knee and punches),2
194,3468,3468,Submission (rear-naked choke),1
2824,312,2824,Submission (rear-naked choke),1
643,929,929,Submission (rear-naked choke),3
1716,2320,1716,KO (punches),1
320,2741,2741,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1115,981,981,TKO (punches),2
232,2217,232,"Decision (unanimous) (30–27, 29–28, 30–27)",3
1723,590,1723,"Decision (split) (47–48, 48–47, 48–47)",5
145,2094,2094,TKO (punches),1
1712,3344,3344,"Decision (split) (29–28, 28–29, 29–28)",3
363,2370,2370,Submission (triangle choke),3
3330,3002,3330,Submission (guillotine choke),1
2007,1550,2007,Submission (rear-naked choke),2
2167,2296,2167,"Decision (split) (29–28, 27–30, 29–28)",3
2309,1625,1625,"Decision (unanimous) (29–28, 30–27, 30–27)",3
769,1360,769,"Decision (unanimous) (29–28, 29–28, 29–28)",3
807,2531,2531,"Decision (unanimous) (30–26, 30–27, 30–27)",3
3226,3077,3226,"Decision (split) (29–28, 28–29, 29–28)",3
3532,1056,3532,TKO (punches),1
413,1354,413,Submission (ninja choke),2
184,2548,2548,TKO (spinning back elbow and punches),1
821,2421,2421,Submission (rear-naked choke),2
815,530,815,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2027,2781,2781,Submission (rear-naked choke),2
1854,195,195,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1808,619,619,"Decision (unanimous) (30–26, 30–27, 30–27)",3
3377,852,852,"Decision (unanimous) (30–26, 29–28, 29–28)",3
1906,2238,1906,"Decision (split) (29–28, 28–29, 29–28)",3
2193,719,2193,"Decision (unanimous) (30–26, 30–27, 29–28)",3
904,2479,2479,"Decision (unanimous) (30–25, 30–25, 30–26)",3
166,3351,166,TKO (elbow and punches),1
1998,3143,3143,Submission (armbar),1
954,3587,3587,"Decision (unanimous) (29–28, 29–28, 29–28)",3
633,2191,633,TKO (elbows),2
3685,1304,3685,"Decision (unanimous) (29–28, 29–28, 30–27)",3
651,2207,2207,"Decision (unanimous) (30–26, 30–26, 30–27)",3
1168,1925,1925,"Decision (split) (28–29, 29–28, 29–28)",3
2689,2430,2430,TKO (punches),2
746,90,90,Submission (brabo choke),2
2529,2427,2427,"Decision (unanimous) (30–27, 30–27, 30–27)",3
213,2197,2197,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3439,1599,3439,"Decision (unanimous) (29–28, 29–28, 29–28)",3
159,816,816,"Decision (unanimous) (30–27, 30–27, 29–28)",3
208,364,364,"Decision (unanimous) (29–28, 29–28, 30–27)",3
953,217,953,Submission (arm-triangle choke),1
2531,1033,1033,KO (head kick),2
2471,304,2471,"Decision (split) (29–28, 28–29, 29–28)",3
2719,1780,1780,TKO (flying knee and punches),1
933,1177,1177,Technical Submission (arm-triangle choke),3
540,1349,1349,Submission (brabo choke),1
332,1092,332,Submission (guillotine choke),1
3427,2810,3427,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1650,2649,1650,KO (head kick),2
